Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,3491,67805,71296,0.049,1.000
Rand,157,71139,71296,0.0022,1.049
LRU,0,71296,71296,0.0,1.051
Marker,0,71296,71296,0.0,1.051
OnlineMin,17,71279,71296,0.0002,1.051
Predict[POPU],75,71221,71296,0.0011,1.050
PredMark[POPU],0,71296,71296,0.0,1.051
LMarker[POPU],0,71296,71296,0.0,1.051
LNonMarker[POPU],0,71296,71296,0.0,1.051
FollowerRobust[POPUState],132,71164,71296,0.0019,1.050
PredictiveOnlineMin[POPU]-msf-100,1712,69584,71296,0.024,1.026
RPB-OnlineMin[POPU]-msf-100-pb-0,1712,69584,71296,0.024,1.026
RPB-OnlineMin[POPU]-msf-100-pb-1,1712,69584,71296,0.024,1.026
RPB-OnlineMin[POPU]-msf-100-pb-2,1712,69584,71296,0.024,1.026
RPB-OnlineMin[POPU]-msf-100-pb-4,1712,69584,71296,0.024,1.026
RPB-OnlineMin[POPU]-msf-100-pb-8,1712,69584,71296,0.024,1.026
RPB-OnlineMin[POPU]-msf-100-pb-16,1712,69584,71296,0.024,1.026
RPB-OM-HC[POPU]-msf-100-pb-0,1712,69584,71296,0.024,1.026
RPB-OM-HC[POPU]-msf-100-pb-1,1712,69584,71296,0.024,1.026
RPB-OM-HC[POPU]-msf-100-pb-2,1712,69584,71296,0.024,1.026
RPB-OM-HC[POPU]-msf-100-pb-4,1712,69584,71296,0.024,1.026
RPB-OM-HC[POPU]-msf-100-pb-8,1712,69584,71296,0.024,1.026
RPB-OM-HC[POPU]-msf-100-pb-16,1712,69584,71296,0.024,1.026
"CombDet[Predict[POPU], LRU]",75,71221,71296,0.0011,1.050
"CombineRandom[Predict[POPU], LRU]",75,71221,71296,0.0011,1.050
