algorithm,seed,budget,evaluations,best_observed,post_mean_best_observed,post_median_best_observed,post_cvar20_best_observed,post_mean,post_median,post_cvar20,postselect_k
CMA-ES-sep,27,800,800,3955.9483197684954,472196.20290406153,25071.567716879705,2190674.5815755315,46817.053514972824,12651.865544236523,184071.13657075135,5
CMA-ES-sep,28,800,800,6027.922270555267,1167787.2496063313,33145.223011753485,5182781.49434348,496903.9072685267,13165.43256226367,2394600.741519233,5
CMA-ES-sep,29,800,800,1854.6140494166516,4220.967428136646,3480.8711475653226,8020.748456522806,3348.7622520631294,3064.0949358627854,5160.431081143206,5
CMA-ES-sep,30,800,800,1854.9702314663791,18109.078285224445,3291.5237059486744,76985.03993112467,5523.185390527306,3610.3409903895417,13958.189109751078,5
CMA-ES-sep,31,800,800,2195.4253543346517,7821.024804021326,5198.4138873342035,19258.155235762446,6563.5252972942835,4254.240471176235,16319.92571011793,5
CMA-ES-sep,32,800,800,3811.74120973968,15828.540942660635,7406.737785533049,50377.625872504555,48224.39770565479,8809.36580513517,205084.80075229472,5
CMA-ES-sep,33,800,800,2773.3366862165503,8845.349488657712,6271.373762672564,20386.19287977065,6379.443479251414,5857.7435403447535,9782.785468017868,5
CMA-ES-sep,34,800,800,2369.4843171192883,7045.258165612284,5612.832608685366,14309.112352685122,6694.847409493648,5207.767874191049,14255.70119064043,5
CMA-ES-sep,35,800,800,2309.118411501419,4292.299040386331,3761.64564732129,7234.7544179314955,4185.638924606935,3550.1379661812816,7544.573871393079,5
CMA-ES-sep,36,800,800,2925.53426120674,5374.735123072245,4390.174844545461,10063.346213201581,4799.353080570026,4114.840434763702,8167.808986044615,5
CMA-ES-sep,37,800,800,3231.7152806574945,16323.059042663008,6156.163314523146,57335.496419127456,7553.84809137182,6198.1801115330345,14628.745775765665,5
CMA-ES-sep,38,800,800,1703.5230286793642,6531.473208237705,4884.860828708086,14082.24325832879,3984.3769837429477,3650.5598862888305,6368.260265241822,5
CMA-ES-sep,39,800,800,1547.6778756673418,3255.719958242262,3012.1095208150145,4807.5146225765575,3023.0571533895436,2722.232654055122,4793.9793119071965,5
CMA-ES-sep,40,800,800,4794.082569323862,86528.40461748085,13498.497588981758,371808.6456549831,11871.407772287766,10112.560488193358,21567.515479168957,5
CMA-ES-sep,41,800,800,2478.495373504797,6566.654659789086,4460.880896126612,15572.277750621886,5554.336552832604,4250.035438357843,11401.875034212902,5
CMA-ES-sep,42,800,800,1727.9452040480762,3896.100835117326,3359.145509411178,6639.516252322832,3175.2901643005357,2845.9457959727674,4964.598804405722,5
CMA-ES-sep,43,800,800,2155.00642443741,5087.278714198317,3540.720776605568,11724.843620729105,13977.83522838746,4591.834220595867,52067.05710643997,5
CMA-ES-sep,44,800,800,2071.5456896334,4506.569112971691,3882.3387437277306,7719.368704530338,4261.167839679206,3809.0140450508306,7182.567971556711,5
CMA-ES-sep,45,800,800,2100.128332789242,4124.495637830079,3912.9321524272054,6088.732456382567,3632.0303808714084,3418.910058825097,5159.0407162738165,5
CMA-ES-sep,46,800,800,8578.797163292831,2599879.6920268694,747271.06328748,9796401.785306426,1162053.509237825,346220.72080615116,4494274.466514661,5
CMA-ES-sep,47,800,800,2533.1553570956744,178641.40534378428,7618.001209568987,852100.4001402607,5501.383758332235,4939.391434977587,9226.283432516024,5
CMA-ES-sep,48,800,800,5827.254679508526,11439.240339885806,10192.557736107534,19031.049440009818,12406.160455456058,10017.820526617423,24054.11009363826,5
CMA-ES-sep,49,800,800,2386.7995288844286,5075.069719520621,3821.549825944783,10822.989558933801,61726.912413523896,3887.4504064183175,289596.29581830243,5
CMA-ES-sep,50,800,800,2484.6951965642534,26835.88321571242,5812.901158108638,110887.0138943483,7481.7711039401565,3996.5869536257132,21731.7040471055,5
UH-CMA-ES(maxevals=30),1,800,800,2329.230534747497,4652.073035225745,3832.202278202161,8450.322566974153,3669.5591781457642,3411.982441067772,5372.825976393377,5
UH-CMA-ES(maxevals=30),2,800,800,2670.4837558429344,9202.395780509712,7834.029640107881,16630.95298377167,5874.901583567993,5298.227089161499,9449.521308570076,5
UH-CMA-ES(maxevals=30),3,800,800,3516.2843709765493,19699.13163508377,10644.587215459444,57860.335308960515,6542.132031014997,5862.57915272557,10426.200477168528,5
UH-CMA-ES(maxevals=30),4,800,800,2844.7927857238883,5512.767359850133,4909.6708058312815,8883.756049839085,4958.291279444892,4031.4754567287637,9390.744842393937,5
UH-CMA-ES(maxevals=30),5,800,800,3175.3727364604874,77054.54835660731,6475.669062420854,353522.13045573107,5642.279377761357,4601.771117417143,10633.40511235034,5
UH-CMA-ES(maxevals=30),6,800,800,2638.079629962635,153069.10157126928,4224.37908806166,738213.7772356971,7451.539834012665,4232.6274226504975,21050.662138222742,5
UH-CMA-ES(maxevals=30),7,800,800,2145.110731523983,12300.171142755251,4012.186805308306,45480.2808080262,4443.641511703475,3886.022845030885,7424.0984678368795,5
UH-CMA-ES(maxevals=30),8,800,800,3302.019717206491,6295.966664215382,5659.208377969258,10049.26979274449,6106.148171579278,5421.678485902203,9796.924013747803,5
UH-CMA-ES(maxevals=30),9,800,800,1974.4657339704331,149008.00131266116,5433.81846915392,706418.523330218,6457.006865146335,3053.8691232942974,20303.38896998289,5
UH-CMA-ES(maxevals=30),10,800,800,4303.957564136161,9914.072393883294,8264.950974566887,18774.428896393856,10116.553336222874,8543.35006760844,18727.674275043693,5
UH-CMA-ES(maxevals=30),11,800,800,2227.604659844454,4077.6900624574737,3726.516032616144,6177.4895039785315,3171.356101584983,2714.0148081475445,5495.360150887804,5
UH-CMA-ES(maxevals=30),12,800,800,2500.3941505529674,7895.556840943505,3755.172302611708,24768.555250927566,121506.43371296866,4652.806305100643,580975.9407025997,5
UH-CMA-ES(maxevals=30),13,800,800,4312.567111361796,9807.946377807762,8620.01081667254,17110.29979692171,9442.647532578625,8511.441629602346,15631.503318341465,5
UH-CMA-ES(maxevals=30),14,800,800,3318.5481888191575,6402.054033111279,5506.6305743595985,10823.486405970682,6941.380506618357,6116.783725091642,11278.34246665339,5
UH-CMA-ES(maxevals=30),15,800,800,3058.353207720531,1133696.926466808,4934.636631407564,5563035.647692276,15293.87930357899,5174.833724268565,55871.79271308096,5
UH-CMA-ES(maxevals=30),16,800,800,1832.896931906555,3571.627594871871,3054.786956018149,6236.43885995893,3498.1750462225245,3189.708001806354,5372.598241643096,5
UH-CMA-ES(maxevals=30),17,800,800,2380.8474052421916,3725.9947094535673,3357.6141528408807,5646.149451749221,4014.6181247557793,3517.854707812011,6675.135937497969,5
UH-CMA-ES(maxevals=30),18,800,800,10874.619446064396,292967.28603078064,55122.36688878528,1191045.4596000887,96043.07409798949,29768.01325156493,359786.84222661133,5
UH-CMA-ES(maxevals=30),19,800,800,4034.9589724560155,10324.160889118095,7670.472995927767,23368.308595495248,28517.219881681776,8122.239837827257,111109.14025548684,5
UH-CMA-ES(maxevals=30),20,800,800,3700.3774966023702,8185.0277330205245,6158.426864585081,17229.61304531942,7298.76326589532,6211.3526671695345,13295.986988875726,5
UH-CMA-ES(maxevals=30),21,800,800,4221.905073942722,7434.923503509437,6744.043544431798,11799.177696260911,7692.210718131479,6853.4102106717655,12907.19557217521,5
UH-CMA-ES(maxevals=30),22,800,800,2137.3434929351342,3669.611273544415,3375.6055410932554,5397.228490910671,3745.996038293331,3368.3399155787097,5928.60390595045,5
UH-CMA-ES(maxevals=30),23,800,800,3923.520929566402,16569.24283999052,12327.631379047394,37072.74918853175,15465.9873746101,11662.598648050316,33326.12352269827,5
UH-CMA-ES(maxevals=30),24,800,800,17896.833014298147,915455.2800714178,109698.88568691027,4055439.706095442,264479.4234564443,123699.26705473098,855143.3629839403,5
UH-CMA-ES(maxevals=30),25,800,800,3434.536446480727,10618.976116513788,9177.478093464688,19151.494230005846,11651.772982205948,9380.033766645449,22501.12943287068,5
UH-CMA-ES(maxevals=30),26,800,800,2621.7893620905456,23370.601415606936,7235.123542566423,88460.86257215234,8017.090352657161,5718.601919925755,18401.547398762916,5
UH-CMA-ES(maxevals=30),27,800,800,4186.331760609041,503547.249143422,27707.14331927224,2352737.9975382388,95046.07673396118,11264.258137122335,412083.31422808894,5
UH-CMA-ES(maxevals=30),28,800,800,6366.426300947613,126093.09198028254,12575.351611178026,572724.383808398,715932.9429559789,14018.54621984427,3469959.03874338,5
UH-CMA-ES(maxevals=30),29,800,800,2339.4586648636873,5502.322236146425,4457.831712883087,10816.728445240227,3807.0861029811836,3594.911173257945,5378.233814917715,5
UH-CMA-ES(maxevals=30),30,800,800,2822.518835329913,5479.7384796644055,4610.317405578221,9862.87099630478,4316.506482547106,3957.3441250653805,6474.279029345672,5
UH-CMA-ES(maxevals=30),31,800,800,2837.891949115828,11028.78145478397,8054.4441902151275,25931.591019786065,8675.016198183468,5985.545591307611,20772.5419505067,5
UH-CMA-ES(maxevals=30),32,800,800,4296.765633920984,130996.65333758842,9768.770847998827,609245.4691006279,53151.802855912894,7555.1884810598785,234117.66580569666,5
UH-CMA-ES(maxevals=30),33,800,800,3330.691169542799,8319.461081260093,6747.782532661775,15877.992417178231,6896.556598857164,6151.708806174056,11341.203755143011,5
UH-CMA-ES(maxevals=30),34,800,800,4105.351518086336,12026.166013654742,9723.077111387875,23869.72822561325,11429.017832438178,8886.531735603787,24182.305277672447,5
UH-CMA-ES(maxevals=30),35,800,800,2636.5813944483307,6785.912704416572,5864.029788798103,12017.294946396245,4970.44781865058,4313.9948363380645,8194.181447903773,5
UH-CMA-ES(maxevals=30),36,800,800,3584.4648796211372,7907.007539753102,6710.101484085495,13885.417436175923,6024.746064163742,5555.397139640304,9456.164366409947,5
UH-CMA-ES(maxevals=30),37,800,800,3641.6052493436264,23899.620737439265,9167.686121146653,84131.37806770865,9569.973361968117,6752.311196205914,22530.70077523384,5
UH-CMA-ES(maxevals=30),38,800,800,2002.043213987866,3855.6938295761,3508.1242845871157,5978.796810861983,4168.211453885059,3718.406950608242,6921.100409829287,5
UH-CMA-ES(maxevals=30),39,800,800,2391.067572314036,4029.7022511217774,3744.8904268600163,5835.096871975695,4123.321055651425,3779.1528413874535,6322.48518440251,5
UH-CMA-ES(maxevals=30),40,800,800,7219.32414267511,12748.425467669718,9740.487607337469,27211.059241259,12080.263218897951,10182.917999302304,22108.38576386754,5
UH-CMA-ES(maxevals=30),41,800,800,2379.0630079210923,5809.947269506208,3786.7011549797535,14704.908785367403,5578.571122121633,4378.7351753903,11242.020276756124,5
UH-CMA-ES(maxevals=30),42,800,800,2034.331638660774,126197.35130307633,5661.631662655887,591680.6996100822,4270.2372867682725,3551.5681253101543,7895.713363075581,5
UH-CMA-ES(maxevals=30),43,800,800,2620.8460715519104,12660.77367734535,3947.3626194851286,47366.17167713985,23127.50756777212,4044.949820881334,98779.96211165833,5
UH-CMA-ES(maxevals=30),44,800,800,3052.69536892322,5256.5983940861615,4482.641080214775,9295.177186291621,4762.911339853101,4448.440012139899,7083.5358486570085,5
UH-CMA-ES(maxevals=30),45,800,800,2718.3729324893693,6566.704643969222,6007.010257118653,10435.838894674222,4156.31843013836,3822.220312040098,6056.244339751857,5
UH-CMA-ES(maxevals=30),46,800,800,8308.494449508822,4424393.444726378,1253923.0188022344,16805015.813590612,1379656.9451192215,222473.24262383842,5713349.934984246,5
UH-CMA-ES(maxevals=30),47,800,800,4870.770798467621,1788453.562705738,11409.530771579834,8664245.835073119,17597.866532701264,11534.10316461811,44742.90418278224,5
UH-CMA-ES(maxevals=30),48,800,800,6558.297841428206,12589.749736125796,11171.485341261046,20630.521408889388,15257.149545068649,11699.36900305168,33056.10810422012,5
UH-CMA-ES(maxevals=30),49,800,800,2450.947485457054,19429.091858918386,3653.2601899336096,81978.41220974908,58595.467401821705,4570.058344039862,271385.59425414953,5
UH-CMA-ES(maxevals=30),50,800,800,2475.4582443647446,14510.670458194854,4804.509447798813,53460.63437479733,8658.243017881014,4659.918095906394,25269.195481342103,5
